|Run	|Epoch	#UnitErr	#PctErr	#PctCor	#CosDiff	#PerTrlMSec	#V4 ActAvg	#V4 Hog	#V4 Dead	#V4 Gnmda	#V4 GgabaB	#IT ActAvg	#IT Hog	#IT Dead	#IT Gnmda	#IT GgabaB	#Output ActAvg	#Output Hog	#Output Dead	#Output Gnmda	#Output GgabaB
4	0	0.05	1	0	0.02748	0	0.03538	0	0	0.05544	0.3415	0.04386	0	0	0.03568	0.0292	0.04494	0	0	0.008448	0.001351
4	1	0.05	1	0	0.0572	193.9	0.03371	0	0	0.0568	0.1315	0.0337	0	0	0.04527	0.04659	0.04344	0	0	0.01317	0.002186
4	2	0.05	1	0	0.09951	192.5	0.03452	0	0	0.06274	0.08929	0.02915	0	0	0.0362	0.03702	0.04301	0	0	0.01776	0.003754
4	3	0.05	1	0	0.1649	191.4	0.03533	0	0	0.06504	0.1816	0.02728	0	0	0.04098	0.04437	0.0434	0	0	0.01403	0.006788
4	4	0.05	1	0	0.3059	191.3	0.03686	0	0	0.06009	0.1139	0.02788	0	0	0.0598	0.102	0.04302	0	0	0.0181	0.001687
4	5	0.0485	0.97	0.03	0.3254	190.4	0.03877	0	0.1272	0.1033	0.2063	0.028	0	0.06641	0.04097	0.06502	0.04409	0	0.1	0.03272	0.005687
4	6	0.048	0.96	0.04	0.5339	190.6	0.04075	0	0.2564	0.06387	0.08303	0.02934	0	0.1484	0.0518	0.07351	0.04378	0	0.1	0.01387	0.001077
4	7	0.045	0.88	0.12	0.5783	189.5	0.0414	0	0.3164	0.07126	0.2187	0.03205	0	0.1758	0.0527	0.0879	0.04331	0	0.1	0.01579	0.003959
4	8	0.0445	0.87	0.13	0.6827	190.4	0.04316	0	0.3464	0.09399	0.216	0.03268	0	0.1797	0.04034	0.04207	0.04452	0	0.1	0.02335	0.003762
4	9	0.0345	0.69	0.31	0.7118	192.5	0.04476	0	0.36	0.06424	0.1318	0.035	0	0.1758	0.05378	0.0801	0.04391	0	0.1	0.0219	0.00241
4	10	0.036	0.72	0.28	0.6948	191.4	0.04505	0	0.3768	0.07177	0.151	0.03793	0	0.168	0.05343	0.07287	0.04355	0	0.1	0.02469	0.004048
4	11	0.028	0.56	0.44	0.7365	190.5	0.04624	0	0.3824	0.0799	0.1099	0.03942	0	0.1797	0.05684	0.08432	0.04379	0	0.1	0.02931	0.008363
4	12	0.028	0.52	0.48	0.7595	192.1	0.04811	0	0.3816	0.08174	0.1802	0.04182	0	0.1484	0.04317	0.0565	0.04376	0	0.1	0.02018	0.003193
4	13	0.0215	0.4	0.6	0.7612	190.8	0.04835	0	0.3848	0.1031	0.277	0.04408	0	0.1367	0.05047	0.07342	0.04375	0	0.1	0.01761	0.005388
4	14	0.0195	0.38	0.62	0.8339	189.9	0.04939	0	0.3856	0.09148	0.2032	0.04671	0	0.1172	0.04131	0.0535	0.04336	0	0.1	0.03445	0.007506
4	15	0.019	0.34	0.66	0.8063	189.2	0.05002	0	0.388	0.08831	0.3179	0.04847	0	0.1211	0.05576	0.1046	0.04445	0	0.1	0.03059	0.004973
4	16	0.02	0.37	0.63	0.7768	190.4	0.05094	0	0.3856	0.09387	0.2299	0.05088	0	0.1211	0.08132	0.2135	0.04469	0	0.1	0.0305	0.006801
4	17	0.021	0.39	0.61	0.7607	189.9	0.05211	0	0.388	0.09958	0.3673	0.05339	0	0.1172	0.07264	0.1802	0.04439	0	0.1	0.03278	0.007176
