|Run	|Epoch	#UnitErr	#PctErr	#PctCor	#CosDiff	#PerTrlMSec	#V4 ActAvg	#V4 Hog	#V4 Dead	#V4 Gnmda	#V4 GgabaB	#IT ActAvg	#IT Hog	#IT Dead	#IT Gnmda	#IT GgabaB	#Output ActAvg	#Output Hog	#Output Dead	#Output Gnmda	#Output GgabaB
8	79	0.0305	0.53	0.47	0.5955	192.5	0.06415	0	0.3936	0.1045	0.2461	0.1184	0	0.1211	0.1138	0.2136	0.04401	0	0.1	0.02107	0.001812
8	80	0.0305	0.55	0.45	0.5945	194.3	0.06498	0	0.3956	0.08903	0.1769	0.12	0	0.125	0.1418	0.2083	0.04461	0	0.1	0.01931	0.002668
8	81	0.0275	0.5	0.5	0.6217	193.9	0.06334	0	0.3932	0.09501	0.215	0.1177	0	0.1094	0.1218	0.5128	0.04452	0	0.1	0.07302	0.01245
8	82	0.032	0.54	0.46	0.6012	193.4	0.06464	0	0.394	0.108	0.4266	0.122	0	0.1211	0.1438	0.4317	0.0442	0	0.1	0.05986	0.01009
8	83	0.035	0.59	0.41	0.54	192.3	0.06634	0	0.3916	0.1191	0.2726	0.1234	0	0.125	0.1474	0.4812	0.04457	0	0.1	0.08106	0.01179
8	84	0.0265	0.47	0.53	0.6574	193.5	0.06467	0	0.392	0.0795	0.1604	0.1196	0	0.1211	0.09428	0.1239	0.04408	0	0.1	0.014	0.001152
8	85	0.031	0.57	0.43	0.5211	193.7	0.06397	0	0.3924	0.08635	0.1766	0.1203	0	0.125	0.1025	0.1088	0.0443	0	0.1	0.01547	0.002888
8	86	0.037	0.59	0.41	0.5762	192.6	0.06381	0	0.3936	0.09115	0.241	0.1218	0	0.1211	0.09712	0.1269	0.04399	0	0.1	0.02017	0.002545
8	87	0.037	0.62	0.38	0.5623	193.1	0.06481	0	0.3928	0.07512	0.142	0.1235	0	0.1211	0.1071	0.125	0.04419	0	0.1	0.01511	0.002848
8	88	0.0305	0.56	0.44	0.5414	192.5	0.06452	0	0.3944	0.1003	0.4585	0.1243	0	0.125	0.1049	0.2296	0.04426	0	0.1	0.05916	0.009499
8	89	0.037	0.66	0.34	0.5362	192.4	0.06405	0	0.3944	0.06248	0.1445	0.1255	0	0.1289	0.09319	0.2457	0.04372	0	0.1	0.04694	0.002347
8	90	0.0325	0.57	0.43	0.5851	193.8	0.06403	0	0.3928	0.09086	0.3269	0.1236	0	0.1289	0.07903	0.1104	0.04365	0	0.1	0.01938	0.0008907
8	91	0.0295	0.56	0.44	0.582	193.1	0.06296	0	0.3928	0.1084	0.1438	0.1215	0	0.1172	0.1053	0.1472	0.0433	0	0.1	0.01378	0.001347
8	92	0.038	0.71	0.29	0.5862	193.9	0.06421	0	0.3928	0.1157	0.1928	0.1226	0	0.1289	0.1774	0.8	0.04348	0	0.1	0.08634	0.01545
8	93	0.031	0.6	0.4	0.522	192.3	0.06601	0	0.3916	0.1158	0.2395	0.1243	0	0.1211	0.1476	0.1296	0.04371	0	0.1	0.0119	0.002328
8	94	0.032	0.59	0.41	0.554	192	0.06369	0	0.3912	0.09223	0.4311	0.1209	0	0.1094	0.1149	0.2664	0.04284	0	0.1	0.06362	0.016
8	95	0.0325	0.63	0.37	0.6042	192.1	0.06557	0	0.3908	0.1159	0.1995	0.1237	0	0.1133	0.1413	0.2591	0.04363	0	0.1	0.01743	0.005158
8	96	0.035	0.69	0.31	0.5588	192.8	0.06494	0	0.3924	0.1032	0.2721	0.1255	0	0.1211	0.1053	0.1334	0.04382	0	0.1	0.01723	0.004304
8	97	0.0385	0.74	0.26	0.5099	193	0.06533	0	0.3924	0.07706	0.2574	0.125	0	0.1289	0.1131	0.2972	0.04393	0	0.1	0.01494	0.004232
8	98	0.0335	0.67	0.33	0.578	195.4	0.06506	0	0.3912	0.09075	0.1812	0.125	0	0.1172	0.09083	0.1172	0.04392	0	0.1	0.01297	0.001491
8	99	0.0365	0.67	0.33	0.57	194.9	0.0653	0	0.3904	0.1094	0.2532	0.1266	0	0.1211	0.09337	0.1073	0.04377	0	0.1	0.01236	0.002376
8	100	0.0375	0.69	0.31	0.4882	195	0.06534	0	0.392	0.1041	0.272	0.1281	0	0.1328	0.1309	0.4658	0.04391	0	0.1	0.0762	0.008869
8	101	0.033	0.62	0.38	0.5861	195.1	0.06502	0	0.3904	0.0951	0.2464	0.1264	0	0.1328	0.1163	0.1416	0.04364	0	0.1	0.0206	0.003324
8	102	0.036	0.71	0.29	0.5303	193.8	0.06606	0	0.3916	0.1134	0.2874	0.1284	0	0.1211	0.1762	0.5567	0.04327	0	0.1	0.06389	0.02368
8	103	0.036	0.65	0.35	0.5667	193.8	0.06513	0	0.3916	0.07068	0.1223	0.1252	0	0.125	0.06677	0.06663	0.04347	0	0.1	0.01202	0.0009825
8	104	0.036	0.7	0.3	0.478	195.2	0.0643	0	0.392	0.1226	0.2133	0.1254	0	0.1133	0.2084	0.4033	0.04335	0	0.1	0.01473	0.008879
8	105	0.036	0.64	0.36	0.5458	195.4	0.06403	0	0.3904	0.111	0.2473	0.1245	0	0.1211	0.1896	0.6586	0.04368	0	0.1	0.06947	0.02543
8	106	0.036	0.71	0.29	0.4917	192.6	0.06419	0	0.3932	0.1212	0.3219	0.1266	0	0.1094	0.1615	0.4462	0.04333	0	0.1	0.06405	0.02092
8	107	0.035	0.68	0.32	0.5414	193.1	0.06532	0	0.3916	0.09311	0.101	0.127	0	0.1172	0.07732	0.07717	0.04359	0	0.1	0.01409	0.001541
8	108	0.0375	0.73	0.27	0.52	194.1	0.06415	0	0.3912	0.08464	0.153	0.1248	0	0.1211	0.08143	0.1132	0.04322	0	0.1	0.02262	0.002431
8	109	0.035	0.68	0.32	0.5373	192.8	0.06561	0	0.3912	0.08384	0.2612	0.1274	0	0.125	0.1368	0.1365	0.04282	0	0.1	0.01727	0.002871
8	110	0.0355	0.7	0.3	0.5153	193.4	0.0649	0	0.3904	0.08952	0.6937	0.1279	0	0.125	0.08811	0.1134	0.04367	0	0.1	0.02348	0.001282
8	111	0.0385	0.77	0.23	0.5107	192.3	0.06533	0	0.3912	0.09362	0.2068	0.128	0	0.1211	0.08128	0.3418	0.04291	0	0.1	0.05769	0.01162
8	112	0.0325	0.64	0.36	0.5725	194.8	0.06341	0	0.39	0.1139	0.1946	0.1248	0	0.1211	0.1549	0.1961	0.04336	0	0.1	0.01722	0.003922
8	113	0.038	0.72	0.28	0.5119	192.9	0.06363	0	0.3904	0.1248	0.3034	0.1254	0	0.1172	0.1507	0.3916	0.04336	0	0.1	0.0873	0.01218
8	114	0.0365	0.71	0.29	0.5233	192.2	0.06436	0	0.3912	0.1175	0.2499	0.1267	0	0.1172	0.1021	0.09973	0.04403	0	0.1	0.01162	0.002012
8	115	0.034	0.64	0.36	0.548	193.1	0.06546	0	0.3892	0.1075	0.1969	0.1267	0	0.1172	0.159	0.5836	0.04344	0	0.1	0.06673	0.03058
8	116	0.037	0.72	0.28	0.4796	194.1	0.06551	0	0.39	0.1048	0.2051	0.1289	0	0.125	0.1425	0.154	0.04348	0	0.1	0.04582	0.0009173
8	117	0.0385	0.71	0.29	0.5396	192.1	0.06566	0	0.3908	0.1234	0.3798	0.1282	0	0.125	0.1318	0.2402	0.04335	0	0.1	0.01446	0.003403
8	118	0.037	0.69	0.31	0.4959	195	0.0651	0	0.3908	0.0821	0.343	0.1273	0	0.1211	0.07092	0.3121	0.04299	0	0.1	0.05248	0.002352
8	119	0.04	0.77	0.23	0.5043	193	0.06665	0	0.3924	0.08994	0.2761	0.1293	0	0.1211	0.1125	0.2692	0.04381	0	0.1	0.07078	0.008123
8	120	0.0425	0.84	0.16	0.485	192.9	0.06691	0	0.3928	0.1013	0.4165	0.1306	0	0.1211	0.1418	0.3542	0.04307	0	0.1	0.0844	0.0102
8	121	0.0395	0.76	0.24	0.4804	193.7	0.0659	0	0.394	0.08865	0.1747	0.1288	0	0.1289	0.08762	0.115	0.04344	0	0.1	0.01028	0.002114
8	122	0.0415	0.76	0.24	0.5404	194.3	0.06573	0	0.3932	0.1026	0.3962	0.1279	0	0.1133	0.1631	0.4161	0.04397	0	0.1	0.08429	0.01133
8	123	0.041	0.78	0.22	0.4921	193.7	0.06655	0	0.392	0.0861	0.1866	0.1296	0	0.1211	0.06563	0.114	0.04382	0	0.1	0.05522	0.002736
8	124	0.0365	0.7	0.3	0.5331	193.4	0.06556	0	0.392	0.09503	0.6662	0.1286	0	0.1211	0.1288	0.3825	0.04334	0	0.1	0.08	0.007016
8	125	0.037	0.7	0.3	0.5167	193.9	0.06562	0	0.3896	0.1154	0.1768	0.1275	0	0.1172	0.1596	0.2054	0.04258	0	0.1	0.04615	0.006066
8	126	0.037	0.74	0.26	0.5064	195	0.0655	0	0.39	0.09056	0.451	0.1288	0	0.1133	0.09891	0.2067	0.04377	0	0.1	0.06438	0.006075
8	127	0.042	0.77	0.23	0.5336	194.3	0.06458	0	0.3908	0.08668	0.1028	0.1256	0	0.1133	0.1196	0.111	0.04359	0	0.1	0.01431	0.001058
8	128	0.044	0.83	0.17	0.4537	194.7	0.06518	0	0.3916	0.09252	0.4006	0.1285	0	0.1328	0.1023	0.1474	0.04412	0	0.1	0.02664	0.004075
8	129	0.04	0.75	0.25	0.5204	194	0.06609	0	0.3912	0.08869	0.1711	0.1293	0	0.125	0.08645	0.1038	0.04375	0	0.1	0.03348	0.003236
8	130	0.0475	0.87	0.13	0.4535	193.6	0.06532	0	0.392	0.09389	0.1571	0.1277	0	0.1211	0.1193	0.2519	0.04364	0	0.1	0.07278	0.006332
8	131	0.0435	0.83	0.17	0.5323	193.3	0.06448	0	0.3924	0.1365	0.1899	0.1271	0	0.1172	0.1858	0.2863	0.0438	0	0.1	0.0132	0.005286
8	132	0.037	0.74	0.26	0.4906	193.6	0.06557	0	0.3916	0.09848	0.4796	0.1287	0	0.1133	0.09364	0.1672	0.04429	0	0.1	0.02218	0.002538
8	133	0.039	0.76	0.24	0.5089	194.8	0.06541	0	0.3904	0.08973	0.2128	0.1268	0	0.1211	0.08887	0.1418	0.04452	0	0.1	0.02563	0.003591
8	134	0.043	0.78	0.22	0.4762	193.8	0.06506	0	0.3916	0.09253	0.1563	0.1269	0	0.1211	0.1701	0.3909	0.04426	0	0.1	0.06627	0.03259
8	135	0.04	0.74	0.26	0.5016	194	0.06443	0	0.3912	0.1096	0.1348	0.1259	0	0.1211	0.1514	0.2393	0.04294	0	0.1	0.01664	0.004561
8	136	0.0415	0.8	0.2	0.5142	194.3	0.06471	0	0.3904	0.1143	0.2711	0.1286	0	0.1211	0.1232	0.2123	0.04337	0	0.1	0.01261	0.003087
8	137	0.0425	0.79	0.21	0.4791	194.4	0.06535	0	0.3896	0.08266	0.2724	0.1282	0	0.1172	0.08661	0.3477	0.04321	0	0.1	0.06988	0.005148
8	138	0.0405	0.8	0.2	0.4898	193.4	0.06561	0	0.3908	0.08809	0.2742	0.1284	0	0.1172	0.09868	0.2304	0.04311	0	0.1	0.05934	0.01938
8	139	0.0395	0.78	0.22	0.5166	191.7	0.06482	0	0.3904	0.1254	0.1741	0.1256	0	0.1172	0.102	0.1177	0.04316	0	0.1	0.01455	0.002693
8	140	0.0415	0.81	0.19	0.5148	191.6	0.06459	0	0.3896	0.09044	0.3873	0.1285	0	0.1133	0.07648	0.1887	0.04396	0	0.1	0.05948	0.005885
8	141	0.0375	0.71	0.29	0.4993	191.4	0.06454	0	0.3904	0.1232	0.5914	0.1258	0	0.1172	0.1195	0.2742	0.04396	0	0.1	0.07846	0.01046
8	142	0.038	0.75	0.25	0.4973	192.4	0.0641	0	0.3888	0.08936	0.174	0.1269	0	0.1172	0.1659	0.4755	0.04423	0	0.1	0.08713	0.01503
8	143	0.043	0.82	0.18	0.5145	191.9	0.06409	0	0.3896	0.08764	0.3834	0.1274	0	0.1172	0.09228	0.3765	0.04373	0	0.1	0.06712	0.007584
8	144	0.042	0.81	0.19	0.4587	191	0.06592	0	0.3904	0.1103	0.1802	0.1314	0	0.1211	0.125	0.2043	0.0441	0	0.1	0.01123	0.002608
8	145	0.042	0.83	0.17	0.4834	191.6	0.06585	0	0.39	0.09585	0.2038	0.1277	0	0.1211	0.08329	0.1606	0.0437	0	0.1	0.05167	0.0129
8	146	0.0405	0.74	0.26	0.518	194.1	0.06561	0	0.39	0.08893	0.4701	0.129	0	0.125	0.07674	0.2277	0.04371	0	0.1	0.06819	0.008197
8	147	0.0435	0.85	0.15	0.4174	192.2	0.06844	0	0.39	0.08481	0.3252	0.1317	0	0.1172	0.1206	0.2094	0.04387	0	0.1	0.07651	0.00686
8	148	0.041	0.79	0.21	0.4566	193.3	0.06576	0	0.3896	0.08942	0.2656	0.1277	0	0.1172	0.1738	0.2574	0.04392	0	0.1	0.03581	0.009261
