|Run	|Epoch	#UnitErr	#PctErr	#PctCor	#CosDiff	#PerTrlMSec	#V4 ActAvg	#V4 Hog	#V4 Dead	#V4 Gnmda	#V4 GgabaB	#IT ActAvg	#IT Hog	#IT Dead	#IT Gnmda	#IT GgabaB	#Output ActAvg	#Output Hog	#Output Dead	#Output Gnmda	#Output GgabaB
9	0	0.05	1	0	0.02169	0	0.03436	0	0	0.05692	0.06808	0.0432	0	0	0.03362	0.02961	0.04653	0	0	0.01394	0.002117
9	1	0.05	1	0	0.0287	194.7	0.03348	0	0	0.06808	0.298	0.03398	0	0	0.04691	0.05678	0.0454	0	0	0.01011	0.001992
9	2	0.05	1	0	0.09991	192.3	0.03429	0	0	0.04727	0.0607	0.02909	0	0	0.04595	0.05369	0.04469	0	0	0.01462	0.002816
9	3	0.05	1	0	0.1865	191	0.03579	0	0	0.06263	0.08855	0.02809	0	0	0.03977	0.04295	0.0445	0	0	0.01474	0.003149
9	4	0.0495	0.99	0.01	0.3186	190.6	0.0365	0	0	0.05171	0.06626	0.02914	0	0	0.0518	0.08275	0.04369	0	0	0.0155	0.001588
9	5	0.05	0.99	0.01	0.423	193.7	0.03831	0	0.128	0.06739	0.196	0.02968	0	0.07031	0.05307	0.08549	0.04429	0	0.1	0.01218	0.001928
9	6	0.0445	0.87	0.13	0.5694	190.5	0.04016	0	0.2688	0.06214	0.06733	0.03083	0	0.1523	0.04528	0.04958	0.04335	0	0.1	0.02372	0.003833
9	7	0.0395	0.78	0.22	0.6531	190.5	0.04089	0	0.328	0.08815	0.2514	0.03352	0	0.1953	0.05683	0.09564	0.04383	0	0.1	0.02874	0.006667
9	8	0.0375	0.75	0.25	0.6003	190.7	0.04289	0	0.3548	0.1019	0.3343	0.03446	0	0.1875	0.04359	0.05777	0.04375	0	0.1	0.02669	0.003842
9	9	0.0365	0.72	0.28	0.6635	190.3	0.04438	0	0.3728	0.07502	0.1901	0.03594	0	0.1875	0.04098	0.05039	0.04376	0	0.1	0.02675	0.007182
9	10	0.0325	0.64	0.36	0.7447	190.4	0.04563	0	0.3784	0.0619	0.07321	0.03828	0	0.168	0.04878	0.07117	0.0442	0	0.1	0.01596	0.004352
9	11	0.0335	0.64	0.36	0.6975	190.6	0.04648	0	0.384	0.08311	0.2366	0.04053	0	0.1523	0.04835	0.06837	0.04392	0	0.1	0.02084	0.007416
9	12	0.0295	0.58	0.42	0.7231	192.7	0.04716	0	0.3856	0.07332	0.1757	0.04301	0	0.1484	0.04911	0.07754	0.04334	0	0.1	0.02338	0.004895
9	13	0.027	0.5	0.5	0.7067	192	0.04825	0	0.386	0.06642	0.08617	0.0453	0	0.1367	0.06132	0.08385	0.04303	0	0.1	0.02805	0.006248
9	14	0.025	0.43	0.57	0.7279	192	0.04883	0	0.3952	0.08289	0.1448	0.04754	0	0.1367	0.04586	0.06262	0.04241	0	0.1	0.02993	0.004535
9	15	0.023	0.41	0.59	0.7649	191	0.04967	0	0.3964	0.1121	0.6602	0.04963	0	0.125	0.0713	0.1289	0.04356	0	0.1	0.02245	0.003413
9	16	0.0225	0.35	0.65	0.7461	191	0.0509	0	0.4016	0.07864	0.1476	0.05215	0	0.125	0.04018	0.04616	0.04356	0	0.1	0.02815	0.00423
9	17	0.0175	0.35	0.65	0.7885	191.3	0.05155	0	0.4004	0.09814	0.2257	0.05337	0	0.125	0.05716	0.07737	0.04413	0	0.1	0.0324	0.005667
9	18	0.018	0.31	0.69	0.8018	189.9	0.05277	0	0.3996	0.08896	0.1619	0.05563	0	0.1172	0.06158	0.0778	0.04429	0	0.1	0.03495	0.007368
9	19	0.016	0.28	0.72	0.7618	190.3	0.05371	0	0.4024	0.06901	0.1118	0.05728	0	0.125	0.05357	0.0762	0.04492	0	0.1	0.01908	0.002593
9	20	0.025	0.4	0.6	0.7381	191.6	0.05325	0	0.402	0.07195	0.08835	0.05946	0	0.1211	0.04633	0.04421	0.04458	0	0.1	0.01792	0.002633
9	21	0.0125	0.22	0.78	0.8321	191.3	0.0539	0	0.3984	0.1031	0.1644	0.06122	0	0.1211	0.07894	0.1682	0.04372	0	0.1	0.02647	0.004043
9	22	0.013	0.22	0.78	0.8518	190.4	0.05442	0	0.398	0.077	0.1638	0.0634	0	0.1172	0.06576	0.1005	0.04331	0	0.1	0.02365	0.003195
9	23	0.0105	0.18	0.82	0.8325	190.9	0.05558	0	0.404	0.09798	0.2833	0.06474	0	0.1289	0.06657	0.1293	0.04416	0	0.1	0.0392	0.006671
9	24	0.013	0.22	0.78	0.8093	190.5	0.0558	0	0.4004	0.118	0.5917	0.06757	0	0.125	0.06292	0.1152	0.04377	0	0.1	0.03036	0.00647
9	25	0.0135	0.19	0.81	0.8434	191.7	0.0563	0	0.4068	0.09063	0.153	0.06823	0	0.1211	0.127	0.2431	0.0432	0	0.1	0.03719	0.01102
9	26	0.0075	0.14	0.86	0.8845	191.2	0.05675	0	0.4084	0.07881	0.3879	0.07072	0	0.1094	0.06319	0.07928	0.044	0	0.1	0.03173	0.004988
9	27	0.0135	0.18	0.82	0.8618	191.3	0.05798	0	0.4076	0.1172	0.5113	0.07203	0	0.1016	0.1234	0.4435	0.04296	0	0.1	0.02986	0.01407
9	28	0.0095	0.14	0.86	0.8499	191	0.05837	0	0.404	0.09991	0.2632	0.07513	0	0.1016	0.06549	0.1359	0.0439	0	0.1	0.02849	0.002852
9	29	0.015	0.23	0.77	0.8076	191.7	0.05963	0	0.404	0.1013	0.1857	0.07697	0	0.1055	0.0609	0.08907	0.04449	0	0.1	0.02936	0.002482
9	30	0.019	0.26	0.74	0.7688	192.4	0.05892	0	0.4064	0.1047	0.1827	0.07941	0	0.1133	0.07461	0.2122	0.04371	0	0.1	0.02736	0.003753
9	31	0.013	0.2	0.8	0.7999	191.4	0.05941	0	0.4064	0.1042	0.2878	0.08039	0	0.1055	0.07407	0.187	0.04301	0	0.1	0.03214	0.004739
9	32	0.014	0.22	0.78	0.8369	191.4	0.05991	0	0.4116	0.1068	0.2573	0.08249	0	0.1094	0.07991	0.3096	0.04364	0	0.1	0.03287	0.005431
9	33	0.013	0.22	0.78	0.8103	190.4	0.0608	0	0.4084	0.08726	0.1556	0.08458	0	0.1289	0.06454	0.2406	0.04437	0	0.1	0.02143	0.001787
9	34	0.0155	0.23	0.77	0.8176	192.5	0.06232	0	0.4048	0.08379	0.2105	0.08639	0	0.1211	0.07903	0.1891	0.04359	0	0.1	0.02097	0.004405
9	35	0.01	0.14	0.86	0.8524	191.5	0.06187	0	0.4056	0.123	0.4223	0.08702	0	0.1133	0.1338	0.4675	0.04386	0	0.1	0.03078	0.01182
9	36	0.015	0.25	0.75	0.7999	192.8	0.06157	0	0.41	0.1138	0.3181	0.08919	0	0.1328	0.1133	0.3079	0.04477	0	0.1	0.0332	0.006052
9	37	0.016	0.2	0.8	0.7895	193.8	0.06113	0	0.406	0.1161	0.2322	0.09032	0	0.1094	0.1002	0.2525	0.04408	0	0.1	0.0332	0.003635
9	38	0.016	0.2	0.8	0.8024	192.8	0.06094	0	0.4028	0.09896	0.1761	0.0914	0	0.1133	0.07791	0.2115	0.0439	0	0.1	0.0393	0.003202
9	39	0.0155	0.22	0.78	0.8389	193.4	0.06104	0	0.4	0.1332	0.3739	0.09291	0	0.1055	0.1036	0.2447	0.04399	0	0.1	0.03388	0.004778
9	40	0.0105	0.16	0.84	0.8091	192.7	0.06245	0	0.3996	0.1146	0.3501	0.09531	0	0.1055	0.1314	0.6464	0.04434	0	0.1	0.03473	0.006434
9	41	0.013	0.19	0.81	0.815	193.3	0.06186	0	0.3988	0.1042	0.3042	0.09501	0	0.1055	0.08587	0.2417	0.04347	0	0.1	0.03108	0.005296
9	42	0.0205	0.27	0.73	0.7602	192.1	0.06149	0	0.4012	0.07421	0.1828	0.09703	0	0.1016	0.08553	0.295	0.04432	0	0.1	0.02515	0.002129
9	43	0.0165	0.28	0.72	0.7738	192	0.06259	0	0.4	0.1125	0.2955	0.09884	0	0.1055	0.09565	0.2211	0.04441	0	0.1	0.03007	0.003331
9	44	0.012	0.17	0.83	0.7954	195	0.06245	0	0.4024	0.101	0.5233	0.1001	0	0.1055	0.1528	0.8007	0.04405	0	0.1	0.03589	0.005449
9	45	0.014	0.22	0.78	0.784	195.6	0.06234	0	0.4032	0.1236	0.2431	0.1013	0	0.1016	0.1879	1.455	0.04393	0	0.1	0.02867	0.01152
9	46	0.0175	0.24	0.76	0.7687	195.1	0.06378	0	0.4024	0.103	0.154	0.1029	0	0.1055	0.09132	0.5878	0.04329	0	0.1	0.02072	0.002618
9	47	0.0145	0.21	0.79	0.7742	192.9	0.06364	0	0.4	0.1232	0.466	0.1021	0	0.1055	0.1064	0.4122	0.04338	0	0.1	0.03536	0.005681
9	48	0.021	0.27	0.73	0.7416	192.2	0.06294	0	0.4016	0.1125	0.6705	0.1024	0	0.1055	0.1166	0.5728	0.04369	0	0.1	0.0271	0.01393
9	49	0.021	0.32	0.68	0.768	196.8	0.06304	0	0.4008	0.1044	0.2336	0.1036	0	0.1094	0.1131	0.4297	0.04404	0	0.1	0.02651	0.004848
9	50	0.0165	0.24	0.76	0.7214	194.1	0.0636	0	0.402	0.09294	0.3586	0.1055	0	0.1094	0.1346	0.5803	0.04403	0	0.1	0.02143	0.009943
9	51	0.012	0.21	0.79	0.7514	192.8	0.06297	0	0.402	0.08377	0.2848	0.1058	0	0.1133	0.09478	0.3772	0.04372	0	0.1	0.02677	0.005599
9	52	0.017	0.28	0.72	0.7792	194.9	0.06399	0	0.4028	0.08401	0.2078	0.1076	0	0.1094	0.06451	0.1535	0.04387	0	0.1	0.02261	0.001433
9	53	0.0175	0.27	0.73	0.7218	193.2	0.06342	0	0.402	0.1006	0.2722	0.1079	0	0.1094	0.07032	0.316	0.04321	0	0.1	0.0265	0.001582
