|Run	|Epoch	#UnitErr	#PctErr	#PctCor	#CosDiff	#PerTrlMSec	#V4 ActAvg	#V4 Hog	#V4 Dead	#V4 Gnmda	#V4 GgabaB	#IT ActAvg	#IT Hog	#IT Dead	#IT Gnmda	#IT GgabaB	#Output ActAvg	#Output Hog	#Output Dead	#Output Gnmda	#Output GgabaB
5	0	0.05	1	0	-0.004078	0	0.03457	0	0	0.05371	0.1172	0.04263	0	0	0.04045	0.04019	0.04189	0	0	0.00399	0.002188
5	1	0.05	1	0	0.03381	193	0.03309	0	0	0.06691	0.194	0.03329	0	0	0.03991	0.03697	0.04321	0	0	0.01552	0.002352
5	2	0.05	1	0	0.07166	192.2	0.03408	0	0	0.06244	0.1478	0.02908	0	0	0.04388	0.05017	0.04358	0	0	0.02024	0.003786
5	3	0.05	1	0	0.1469	194.3	0.03581	0	0	0.08005	0.1377	0.02805	0	0	0.03782	0.04305	0.04291	0	0	0.01839	0.003803
5	4	0.05	1	0	0.2825	191.7	0.03733	0	0	0.0714	0.1285	0.02749	0	0	0.03881	0.04404	0.04309	0	0	0.01657	0.004275
5	5	0.047	0.94	0.06	0.443	191.5	0.03862	0	0.126	0.07039	0.1327	0.029	0	0.09375	0.04364	0.05365	0.04387	0	0.1	0.03484	0.005765
5	6	0.0485	0.96	0.04	0.4926	190.7	0.03981	0	0.256	0.06228	0.05814	0.03096	0	0.1484	0.05051	0.07903	0.04384	0	0.1	0.02523	0.003716
5	7	0.0435	0.87	0.13	0.6234	188.9	0.0411	0	0.3136	0.076	0.2044	0.03243	0	0.1719	0.04516	0.05678	0.04393	0	0.1	0.02007	0.003927
5	8	0.0415	0.82	0.18	0.6082	191.2	0.04258	0	0.3424	0.0817	0.1815	0.03471	0	0.1953	0.05729	0.0863	0.04345	0	0.1	0.01984	0.005287
5	9	0.036	0.68	0.32	0.7036	189.8	0.04387	0	0.3616	0.08959	0.2038	0.03691	0	0.1797	0.05261	0.08209	0.04271	0	0.1	0.02941	0.005468
5	10	0.0365	0.69	0.31	0.7466	190.7	0.04505	0	0.3716	0.07859	0.2423	0.03901	0	0.168	0.0516	0.08178	0.04304	0	0.1	0.02215	0.005279
5	11	0.0295	0.55	0.45	0.7477	190	0.04622	0	0.3716	0.07579	0.101	0.04099	0	0.1562	0.05725	0.0762	0.04323	0	0.1	0.02855	0.007362
5	12	0.0195	0.39	0.61	0.8202	190.4	0.0473	0	0.3744	0.08198	0.163	0.04288	0	0.1641	0.04842	0.05747	0.04322	0	0.1	0.02359	0.005507
5	13	0.0245	0.45	0.55	0.7689	189.4	0.04855	0	0.3812	0.09744	0.3981	0.04475	0	0.1562	0.04676	0.07006	0.04429	0	0.1	0.01814	0.005768
5	14	0.0235	0.45	0.55	0.7755	191.1	0.04907	0	0.3816	0.09985	0.2236	0.04749	0	0.1562	0.06214	0.08383	0.04338	0	0.1	0.02217	0.00381
5	15	0.0215	0.4	0.6	0.79	190.9	0.04961	0	0.386	0.1292	0.3755	0.05029	0	0.1523	0.05446	0.0765	0.04368	0	0.1	0.0258	0.007407
5	16	0.019	0.3	0.7	0.7862	189.8	0.05113	0	0.3924	0.08059	0.17	0.05245	0	0.1367	0.06579	0.08723	0.04393	0	0.1	0.0254	0.008
5	17	0.0205	0.33	0.67	0.7901	190.8	0.05268	0	0.3964	0.08295	0.2444	0.05446	0	0.1406	0.05893	0.05356	0.04403	0	0.1	0.03201	0.006182
5	18	0.0185	0.29	0.71	0.7702	189.8	0.05182	0	0.3964	0.07602	0.1105	0.05568	0	0.125	0.05077	0.06922	0.04383	0	0.1	0.02548	0.003397
5	19	0.02	0.28	0.72	0.7777	192	0.05282	0	0.3964	0.09806	0.3767	0.05699	0	0.1211	0.0516	0.08067	0.04392	0	0.1	0.02441	0.003709
5	20	0.0115	0.19	0.81	0.8656	192.6	0.05392	0	0.396	0.07489	0.1612	0.05912	0	0.125	0.06107	0.1025	0.04434	0	0.1	0.03538	0.008623
5	21	0.016	0.24	0.76	0.8331	192.3	0.05401	0	0.398	0.08521	0.1764	0.0617	0	0.1172	0.04612	0.05153	0.04364	0	0.1	0.02114	0.002665
5	22	0.015	0.22	0.78	0.807	192.5	0.05484	0	0.4036	0.1328	0.224	0.06413	0	0.1289	0.08052	0.15	0.04361	0	0.1	0.03001	0.005299
5	23	0.013	0.19	0.81	0.8248	193.8	0.05574	0	0.4024	0.08721	0.2003	0.06589	0	0.1133	0.04371	0.05613	0.04437	0	0.1	0.02663	0.003937
5	24	0.0115	0.18	0.82	0.8552	194.7	0.05612	0	0.4012	0.09909	0.2502	0.06825	0	0.1094	0.07262	0.07541	0.0444	0	0.1	0.03247	0.004957
5	25	0.013	0.19	0.81	0.8601	191.9	0.05655	0	0.3996	0.1044	0.2306	0.06907	0	0.1211	0.07466	0.1843	0.04394	0	0.1	0.03149	0.009114
5	26	0.015	0.2	0.8	0.8326	192.1	0.05742	0	0.394	0.1044	0.187	0.07086	0	0.1172	0.07645	0.1907	0.04466	0	0.1	0.03013	0.007366
5	27	0.0125	0.17	0.83	0.8399	192.3	0.05736	0	0.4032	0.09984	0.5136	0.07309	0	0.1211	0.1177	0.3394	0.04397	0	0.1	0.03618	0.005057
5	28	0.0125	0.18	0.82	0.8194	196.6	0.05933	0	0.3956	0.08264	0.231	0.07511	0	0.1172	0.05659	0.0937	0.04344	0	0.1	0.0218	0.003266
5	29	0.0075	0.12	0.88	0.8932	196.2	0.05868	0	0.404	0.09581	0.3374	0.07757	0	0.1094	0.1055	0.3344	0.04354	0	0.1	0.03546	0.008239
5	30	0.016	0.24	0.76	0.818	194.1	0.0593	0	0.4048	0.1188	0.5642	0.07935	0	0.1133	0.0779	0.2774	0.04377	0	0.1	0.0371	0.009052
5	31	0.0145	0.21	0.79	0.8011	194.7	0.05962	0	0.406	0.1179	0.4152	0.08098	0	0.1094	0.08693	0.2646	0.04391	0	0.1	0.03614	0.006916
5	32	0.0115	0.14	0.86	0.8449	194.5	0.05856	0	0.406	0.1041	0.1955	0.08231	0	0.1133	0.08274	0.179	0.04475	0	0.1	0.03601	0.005595
5	33	0.0085	0.13	0.87	0.8405	194.7	0.06024	0	0.4008	0.081	0.121	0.08512	0	0.1133	0.09456	0.3047	0.04468	0	0.1	0.03012	0.00819
5	34	0.012	0.18	0.82	0.8207	194.2	0.06173	0	0.3968	0.07454	0.1987	0.08697	0	0.1211	0.09532	0.08786	0.04426	0	0.1	0.02782	0.004073
5	35	0.0125	0.19	0.81	0.8023	194.4	0.06031	0	0.4036	0.09525	0.2506	0.0879	0	0.1133	0.1025	0.2757	0.04434	0	0.1	0.0299	0.007292
5	36	0.011	0.18	0.82	0.8244	195.4	0.06007	0	0.4104	0.103	0.1514	0.08954	0	0.1094	0.06916	0.1579	0.04378	0	0.1	0.02845	0.002161
5	37	0.013	0.17	0.83	0.8472	195.1	0.05988	0	0.406	0.1034	0.4199	0.09047	0	0.1172	0.1249	0.5103	0.04456	0	0.1	0.03507	0.008308
5	38	0.0135	0.19	0.81	0.815	195.4	0.06075	0	0.414	0.09997	0.2631	0.09291	0	0.1328	0.09957	0.4772	0.04512	0	0.1	0.03601	0.01416
5	39	0.014	0.19	0.81	0.805	195.8	0.06118	0	0.4072	0.1156	0.4471	0.09435	0	0.125	0.09449	0.2268	0.04291	0	0.1	0.0288	0.007652
5	40	0.0125	0.17	0.83	0.7963	195.8	0.06124	0	0.4072	0.1077	0.3743	0.09613	0	0.125	0.1017	0.4691	0.04323	0	0.1	0.03439	0.00511
5	41	0.0155	0.19	0.81	0.8061	195.6	0.06299	0	0.4004	0.07829	0.1496	0.09729	0	0.1133	0.07018	0.2241	0.04354	0	0.1	0.03244	0.004808
5	42	0.016	0.21	0.79	0.8097	195.9	0.06272	0	0.4008	0.1036	0.5104	0.09866	0	0.1133	0.1062	0.4288	0.04453	0	0.1	0.03045	0.005772
5	43	0.0155	0.21	0.79	0.8231	196.6	0.06267	0	0.3996	0.09853	0.1899	0.09944	0	0.1172	0.09427	0.3812	0.04352	0	0.1	0.02991	0.003926
5	44	0.0115	0.18	0.82	0.8106	198.1	0.06233	0	0.4048	0.1117	0.2593	0.1008	0	0.1211	0.09113	0.3161	0.04423	0	0.1	0.03533	0.007026
5	45	0.019	0.25	0.75	0.767	196	0.06247	0	0.398	0.09333	0.358	0.1026	0	0.1211	0.05807	0.2024	0.04356	0	0.1	0.02797	0.002483
5	46	0.0205	0.29	0.71	0.7544	196.7	0.06294	0	0.4024	0.0894	0.2493	0.1036	0	0.1172	0.08822	0.2895	0.04274	0	0.1	0.03615	0.002666
5	47	0.0165	0.22	0.78	0.7797	197.9	0.06333	0	0.404	0.09578	0.3542	0.1038	0	0.1172	0.08284	0.2756	0.04311	0	0.1	0.03524	0.002471
5	48	0.0225	0.25	0.75	0.7469	195.5	0.06272	0	0.4112	0.1095	0.2219	0.1044	0	0.1289	0.08253	0.352	0.04369	0	0.1	0.03099	0.004128
5	49	0.0145	0.19	0.81	0.8013	195.3	0.06248	0	0.4148	0.08376	0.2612	0.1052	0	0.1133	0.1107	0.3342	0.04343	0	0.1	0.0376	0.01017
5	50	0.0155	0.24	0.76	0.7957	195.6	0.06254	0	0.4124	0.0965	0.203	0.1056	0	0.1172	0.07861	0.3058	0.04367	0	0.1	0.03362	0.00288
5	51	0.013	0.19	0.81	0.8141	195.5	0.06303	0	0.406	0.126	0.2645	0.1076	0	0.1133	0.09793	0.2981	0.0434	0	0.1	0.02884	0.002882
5	52	0.0135	0.17	0.83	0.7764	198.7	0.06313	0	0.4068	0.07772	0.133	0.1065	0	0.1094	0.07325	0.1153	0.04323	0	0.1	0.01962	0.002583
5	53	0.0165	0.27	0.73	0.7754	197.3	0.06324	0	0.4104	0.09685	0.2461	0.1082	0	0.1172	0.08104	0.222	0.04389	0	0.1	0.02581	0.002051
5	54	0.0235	0.35	0.65	0.7228	197.5	0.06272	0	0.4064	0.08333	0.1994	0.1094	0	0.125	0.08147	0.303	0.04345	0	0.1	0.0282	0.003517
5	55	0.0185	0.29	0.71	0.7685	198.5	0.06319	0	0.4024	0.119	0.2512	0.1097	0	0.1172	0.08999	0.251	0.04481	0	0.1	0.02988	0.00288
5	56	0.0195	0.28	0.72	0.7585	197.8	0.0631	0	0.4048	0.09606	0.2073	0.1107	0	0.1172	0.1074	0.4851	0.04486	0	0.1	0.03453	0.007323
5	57	0.0235	0.33	0.67	0.7332	196.6	0.06302	0	0.404	0.0961	0.1819	0.111	0	0.1172	0.1126	0.3441	0.04414	0	0.1	0.02708	0.00424
5	58	0.023	0.34	0.66	0.7196	197.5	0.06353	0	0.4064	0.1249	0.361	0.1113	0	0.1172	0.08016	0.4261	0.04426	0	0.1	0.02686	0.007393
5	59	0.025	0.33	0.67	0.6998	197.7	0.06337	0	0.4024	0.09905	0.3284	0.111	0	0.1133	0.1013	0.3836	0.04397	0	0.1	0.04094	0.004864
5	60	0.0225	0.33	0.67	0.7028	198.2	0.06398	0	0.4056	0.09951	0.255	0.1125	0	0.1172	0.1063	0.3391	0.04454	0	0.1	0.02704	0.002337
5	61	0.0255	0.34	0.66	0.6887	198.1	0.06321	0	0.4036	0.07991	0.1875	0.1123	0	0.1211	0.1026	0.4273	0.04385	0	0.1	0.03022	0.004101
5	62	0.0295	0.39	0.61	0.614	198.3	0.06326	0	0.4064	0.07863	0.11	0.1123	0	0.1211	0.0927	0.2335	0.04395	0	0.1	0.02425	0.00423
5	63	0.0175	0.26	0.74	0.7118	198.8	0.06413	0	0.4096	0.08571	0.215	0.1147	0	0.125	0.0634	0.2142	0.04351	0	0.1	0.02678	0.001662
5	64	0.02	0.3	0.7	0.7125	198.2	0.06359	0	0.4088	0.104	0.2588	0.1142	0	0.1211	0.09722	0.2255	0.04344	0	0.1	0.02537	0.002972
5	65	0.0185	0.27	0.73	0.7144	197.8	0.06371	0	0.4068	0.1058	0.206	0.114	0	0.1133	0.1003	0.2935	0.04376	0	0.1	0.03006	0.003699
5	66	0.0215	0.33	0.67	0.6967	197.3	0.0635	0	0.404	0.09783	0.1878	0.1137	0	0.1172	0.06575	0.1324	0.04481	0	0.1	0.02447	0.001598
5	67	0.019	0.3	0.7	0.7392	196.2	0.06377	0	0.4048	0.09562	0.2156	0.1144	0	0.1211	0.08223	0.2341	0.04447	0	0.1	0.03244	0.005608
5	68	0.0185	0.29	0.71	0.7084	197.2	0.06467	0	0.4036	0.105	0.1659	0.1157	0	0.1211	0.09096	0.2682	0.04388	0	0.1	0.03319	0.004239
5	69	0.0165	0.29	0.71	0.6797	196.6	0.06429	0	0.4048	0.08083	0.1501	0.1158	0	0.125	0.06044	0.0667	0.04346	0	0.1	0.0193	0.0005655
5	70	0.0175	0.28	0.72	0.7117	196.6	0.06338	0	0.4076	0.1073	0.274	0.1161	0	0.1211	0.132	0.3334	0.04307	0	0.1	0.02939	0.004246
5	71	0.025	0.36	0.64	0.6715	196.8	0.06303	0	0.4076	0.1271	0.3119	0.1142	0	0.1172	0.1508	0.6609	0.04387	0	0.1	0.06431	0.02043
5	72	0.021	0.36	0.64	0.6622	196.1	0.06415	0	0.4088	0.1049	0.1826	0.1158	0	0.1172	0.06892	0.09339	0.04273	0	0.1	0.02381	0.002693
5	73	0.02	0.31	0.69	0.7095	196.5	0.06489	0	0.4068	0.1078	0.2066	0.1173	0	0.1211	0.1736	0.7538	0.04337	0	0.1	0.06607	0.02
5	74	0.0235	0.37	0.63	0.7002	197.3	0.06486	0	0.404	0.1045	0.1507	0.1173	0	0.1172	0.06972	0.08034	0.04337	0	0.1	0.01464	0.002009
5	75	0.025	0.38	0.62	0.6704	195.5	0.06408	0	0.4072	0.08963	0.1402	0.1174	0	0.1211	0.08107	0.1335	0.04375	0	0.1	0.02924	0.001292
5	76	0.026	0.38	0.62	0.6649	195.7	0.06395	0	0.408	0.09893	0.9428	0.1175	0	0.1211	0.1309	0.512	0.04264	0	0.1	0.05201	0.008381
5	77	0.022	0.35	0.65	0.6563	196.3	0.06553	0	0.4048	0.09219	0.1233	0.1188	0	0.1211	0.05611	0.07279	0.04344	0	0.1	0.0313	0.00178
5	78	0.0215	0.36	0.64	0.7032	196.4	0.0645	0	0.404	0.08313	0.146	0.1177	0	0.1211	0.05594	0.1222	0.04258	0	0.1	0.01916	0.002178
5	79	0.0215	0.34	0.66	0.6994	197.6	0.06484	0	0.404	0.07418	0.1822	0.1191	0	0.1211	0.06649	0.2017	0.04447	0	0.1	0.02366	0.002094
5	80	0.0245	0.37	0.63	0.6783	196.2	0.06471	0	0.4044	0.08018	0.2429	0.1187	0	0.1211	0.07928	0.1052	0.04452	0	0.1	0.02341	0.00093
5	81	0.0255	0.4	0.6	0.6578	195.5	0.0646	0	0.4036	0.1228	0.2322	0.1191	0	0.125	0.1565	0.3541	0.04465	0	0.1	0.05533	0.005627
5	82	0.0245	0.39	0.61	0.6473	196.4	0.06399	0	0.4056	0.0822	0.1567	0.1175	0	0.125	0.07571	0.1053	0.04296	0	0.1	0.04006	0.001108
5	83	0.029	0.5	0.5	0.6613	195.4	0.06552	0	0.4044	0.08874	0.137	0.12	0	0.125	0.1141	0.18	0.04375	0	0.1	0.04083	0.00386
5	84	0.0275	0.47	0.53	0.6043	194.7	0.0639	0	0.4052	0.1155	0.1454	0.1178	0	0.125	0.09986	0.1762	0.04383	0	0.1	0.01813	0.001917
5	85	0.0335	0.53	0.47	0.6159	195.9	0.06379	0	0.4036	0.1171	0.2164	0.1181	0	0.1211	0.05592	0.1634	0.04396	0	0.1	0.03895	0.004107
5	86	0.0315	0.47	0.53	0.6225	197.7	0.06299	0	0.4064	0.1018	0.2364	0.1175	0	0.1211	0.1318	0.216	0.04364	0	0.1	0.06677	0.007132
5	87	0.0305	0.5	0.5	0.5911	196	0.06375	0	0.4068	0.09466	0.3754	0.1194	0	0.125	0.1451	0.2199	0.04426	0	0.1	0.06035	0.006227
5	88	0.028	0.52	0.48	0.6412	194.3	0.06346	0	0.4068	0.08467	0.1349	0.1194	0	0.1211	0.09294	0.1852	0.04347	0	0.1	0.03992	0.003233
5	89	0.029	0.48	0.52	0.6175	194	0.06395	0	0.406	0.09869	0.1933	0.1197	0	0.125	0.1149	0.176	0.04386	0	0.1	0.02315	0.001191
